rfp_id,item_id,item_name,item_category,voltage_rating,conductor_material,core_count,size_sqmm,insulation_type,sheath_type,temperature_rating,fire_resistance,armouring,standards_required,mandatory_specs,tolerance_allowed,spec_text_raw
RFP_1643,ITEM_1643,LSZH 300V PVC Copper 20C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,20.0,0.5,PVC,PVC,70C,LSZH,No,BS 5308-1,standards_required,False,LSZH 300V 20C 0.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1644,ITEM_1644,FRLS 1.1kV XLPE Copper 6C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,6.0,4.0,XLPE,HDPE,90C,FRLS,No,IEC 60502-1,armouring;size_sqmm,False,FRLS 1.1kV 6C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1645,ITEM_1645,FR 500V PVC Copper 10C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,10.0,1.0,PVC,LSZH,70C,FR,Yes,BS 5308-1,conductor_material;core_count;fire_resistance;size_sqmm,False,FR 500V 10C 1 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1646,ITEM_1646,FRLS 440V XLPE Copper 1C 25sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,1.0,25.0,XLPE,LSZH,90C,FRLS,No,IEC 60245,core_count;insulation_type;voltage_rating,True,FRLS 440V 1C 25 sqmm Cu XLPE armoured cable as per IEC 60245
RFP_1647,ITEM_1647,440V PVC Copper 12C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,12.0,1.5,PVC,HDPE,70C,Non-FR,No,IS 694,armouring;core_count;standards_required,True,440V 12C 1.5 sqmm Cu PVC armoured cable as per IS 694
RFP_1648,ITEM_1648,FRLS 500V XLPE Copper 3C 2.5sqmm Armoured Control Cable,Control Cable,500V,Copper,3.0,2.5,XLPE,HDPE,90C,FRLS,Yes,IS 1554,standards_required,True,FRLS 500V 3C 2.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_1649,ITEM_1649,Fire Survival 440V Mineral (MI) Copper 2C 1.5sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,2.0,1.5,Mineral (MI),HDPE,105C,Fire Survival,Yes,BS 6387,insulation_type;sheath_type,True,Fire Survival 440V 2C 1.5 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_1650,ITEM_1650,Fire Survival 440V Mineral (MI) Copper 1C 6sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,1.0,6.0,Mineral (MI),HDPE,105C,Fire Survival,Yes,IEC 60331,armouring;fire_resistance;size_sqmm;voltage_rating,False,Fire Survival 440V 1C 6 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_1651,ITEM_1651,FR 440V PVC Aluminium 4C 6sqmm Armoured Power Cable,Power Cable,440V,Aluminium,4.0,6.0,PVC,HDPE,70C,FR,Yes,IEC 60502-1,armouring;conductor_material;core_count,True,FR 440V 4C 6 sqmm Al PVC armoured cable as per IEC 60502-1
RFP_1652,ITEM_1652,300V PVC Copper 4C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,4.0,0.75,PVC,PVC,70C,Non-FR,Yes,IEC 60502-1,armouring;insulation_type;size_sqmm;temperature_rating,False,300V 4C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1653,ITEM_1653,FR 1.1kV PVC Copper 10C 1sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,1.0,PVC,PVC,70C,FR,No,IEC 60502-1,core_count;insulation_type;voltage_rating,True,FR 1.1kV 10C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1654,ITEM_1654,1.1kV PVC Copper 6C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,6.0,1.5,PVC,PVC,70C,Non-FR,No,IS 1554,armouring;core_count;fire_resistance;voltage_rating,True,1.1kV 6C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_1655,ITEM_1655,FRLS 500V PVC Copper 24C 1.5sqmm Armoured Control Cable,Control Cable,500V,Copper,24.0,1.5,PVC,HDPE,70C,FRLS,Yes,IS 1554,armouring;core_count;temperature_rating,False,FRLS 500V 24C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_1656,ITEM_1656,66kV XLPE Aluminium 1C 185sqmm Armoured Power Cable,Power Cable,66kV,Aluminium,1.0,185.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60840,fire_resistance;sheath_type;standards_required;voltage_rating,True,66kV 1C 185 sqmm Al XLPE armoured cable as per IEC 60840
RFP_1657,ITEM_1657,FR 1.1kV XLPE Copper 2C 1sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,2.0,1.0,XLPE,HDPE,90C,FR,No,BS 5308,conductor_material;core_count;sheath_type;voltage_rating,False,FR 1.1kV 2C 1 sqmm Cu XLPE armoured cable as per BS 5308
RFP_1658,ITEM_1658,FRLS 500V XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,500V,Aluminium,1.0,630.0,XLPE,LSZH,90C,FRLS,No,IS 694,armouring;fire_resistance;size_sqmm;voltage_rating,True,FRLS 500V 1C 630 sqmm Al XLPE armoured cable as per IS 694
RFP_1659,ITEM_1659,LSZH 500V PVC Copper 1C 10sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,1.0,10.0,PVC,PVC,70C,LSZH,No,IEC 60245,armouring;conductor_material,False,LSZH 500V 1C 10 sqmm Cu PVC armoured cable as per IEC 60245
RFP_1660,ITEM_1660,FRLS 500V PVC Copper 4C 2.5sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,4.0,2.5,PVC,PVC,70C,FRLS,No,IEC 60245,insulation_type;standards_required,True,FRLS 500V 4C 2.5 sqmm Cu PVC armoured cable as per IEC 60245
RFP_1661,ITEM_1661,FR 600V XLPE Copper 3C 10sqmm Armoured Power Cable,Power Cable,600V,Copper,3.0,10.0,XLPE,LSZH,90C,FR,Yes,IEC 60502-1,conductor_material;size_sqmm;voltage_rating,False,FR 600V 3C 10 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1662,ITEM_1662,FR 132kV XLPE Copper 1C 800sqmm Armoured Power Cable,Power Cable,132kV,Copper,1.0,800.0,XLPE,HDPE,90C,FR,Yes,IEC 60840,conductor_material;fire_resistance;sheath_type;standards_required,True,FR 132kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_1663,ITEM_1663,FRLS 1.1kV XLPE Copper 19C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,19.0,2.5,XLPE,HDPE,90C,FRLS,No,BS 5308,insulation_type;sheath_type,False,FRLS 1.1kV 19C 2.5 sqmm Cu XLPE armoured cable as per BS 5308
RFP_1664,ITEM_1664,FRLS 440V XLPE Copper 2C 4sqmm Armoured Control Cable,Control Cable,440V,Copper,2.0,4.0,XLPE,PVC,90C,FRLS,Yes,IS 1554,sheath_type,False,FRLS 440V 2C 4 sqmm Cu XLPE armoured cable as per IS 1554
RFP_1665,ITEM_1665,LSZH 1.1kV PVC Copper 30C 6sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,30.0,6.0,PVC,HDPE,70C,LSZH,No,IEC 60502-1,armouring;fire_resistance;insulation_type;temperature_rating,False,LSZH 1.1kV 30C 6 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1666,ITEM_1666,LSZH 1.1kV XLPE Copper 1C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,1.0,1.5,XLPE,LSZH,90C,LSZH,Yes,IS 1554,core_count;fire_resistance;insulation_type;voltage_rating,False,LSZH 1.1kV 1C 1.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_1667,ITEM_1667,FR 1.1kV PVC Copper 10C 1sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,1.0,PVC,PVC,70C,FR,No,BS 5308,armouring;core_count;insulation_type;voltage_rating,False,FR 1.1kV 10C 1 sqmm Cu PVC armoured cable as per BS 5308
RFP_1668,ITEM_1668,LSZH 300V XLPE Copper 4C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,4.0,2.5,XLPE,PVC,90C,LSZH,No,BS 5308-1,armouring;insulation_type;temperature_rating,False,LSZH 300V 4C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_1669,ITEM_1669,1.1kV PVC Copper 14C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,14.0,1.5,PVC,LSZH,70C,Non-FR,No,IS 1554,armouring;size_sqmm;temperature_rating,False,1.1kV 14C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_1670,ITEM_1670,FR 440V PVC Copper 4C 2.5sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,4.0,2.5,PVC,PVC,70C,FR,No,IS 694,core_count;sheath_type;voltage_rating,True,FR 440V 4C 2.5 sqmm Cu PVC armoured cable as per IS 694
RFP_1671,ITEM_1671,LSZH 440V XLPE Aluminium 3C 35sqmm Armoured Power Cable,Power Cable,440V,Aluminium,3.0,35.0,XLPE,PVC,90C,LSZH,No,IEC 60502-1,standards_required,True,LSZH 440V 3C 35 sqmm Al XLPE armoured cable as per IEC 60502-1
RFP_1672,ITEM_1672,FRLS 33kV XLPE Aluminium 3C 70sqmm Armoured Power Cable,Power Cable,33kV,Aluminium,3.0,70.0,XLPE,LSZH,90C,FRLS,Yes,IS 7098-2,temperature_rating,False,FRLS 33kV 3C 70 sqmm Al XLPE armoured cable as per IS 7098-2
RFP_1673,ITEM_1673,300V XLPE Copper 16C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,16.0,0.75,XLPE,HDPE,90C,Non-FR,No,IEC 60502-1,armouring;standards_required;temperature_rating;voltage_rating,False,300V 16C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1674,ITEM_1674,LSZH 500V PVC Copper 12C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,12.0,2.5,PVC,LSZH,70C,LSZH,No,IEC 60502-1,standards_required;voltage_rating,True,LSZH 500V 12C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1675,ITEM_1675,Fire Survival 440V Mineral (MI) Copper 1C 25sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,1.0,25.0,Mineral (MI),LSZH,105C,Fire Survival,Yes,IEC 60331,armouring;conductor_material;size_sqmm;standards_required,True,Fire Survival 440V 1C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_1676,ITEM_1676,LSZH 300V PVC Copper 20C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,20.0,1.0,PVC,PVC,70C,LSZH,No,BS 5308-1,core_count,False,LSZH 300V 20C 1 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1677,ITEM_1677,FR 400kV XLPE Aluminium 1C 400sqmm Armoured Power Cable,Power Cable,400kV,Aluminium,1.0,400.0,XLPE,LSZH,90C,FR,Yes,IEC 62067,fire_resistance;size_sqmm;temperature_rating;voltage_rating,False,FR 400kV 1C 400 sqmm Al XLPE armoured cable as per IEC 62067
RFP_1678,ITEM_1678,Fire Survival 440V XLPE Copper 4C 25sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,4.0,25.0,XLPE,LSZH,90C,Fire Survival,No,BS 6387,conductor_material,True,Fire Survival 440V 4C 25 sqmm Cu XLPE armoured cable as per BS 6387
RFP_1679,ITEM_1679,FR 500V PVC Copper 30C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,30.0,6.0,PVC,PVC,70C,FR,Yes,IS 1554,armouring;fire_resistance,False,FR 500V 30C 6 sqmm Cu PVC armoured cable as per IS 1554
RFP_1680,ITEM_1680,Fire Survival 440V Mineral (MI) Copper 2C 25sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,2.0,25.0,Mineral (MI),HDPE,105C,Fire Survival,Yes,IEC 60331,fire_resistance,False,Fire Survival 440V 2C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_1681,ITEM_1681,LSZH 1.1kV PVC Copper 6C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,6.0,1.0,PVC,PVC,70C,LSZH,No,IEC 60502-1,fire_resistance;sheath_type,True,LSZH 1.1kV 6C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1682,ITEM_1682,FRLS 500V XLPE Copper 2C 500sqmm Armoured Power Cable,Power Cable,500V,Copper,2.0,500.0,XLPE,LSZH,90C,FRLS,Yes,IEC 60502-1,temperature_rating,True,FRLS 500V 2C 500 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1683,ITEM_1683,300V PVC Copper 1C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,1.0,2.5,PVC,PVC,70C,Non-FR,Yes,BS 5308-1,voltage_rating,False,300V 1C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1684,ITEM_1684,FRLS 1.1kV XLPE Copper 12C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,12.0,1.5,XLPE,PVC,90C,FRLS,Yes,IS 1554,armouring;core_count,False,FRLS 1.1kV 12C 1.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_1685,ITEM_1685,FRLS 500V XLPE Copper 2C 25sqmm Armoured Power Cable,Power Cable,500V,Copper,2.0,25.0,XLPE,HDPE,90C,FRLS,No,IS 694,size_sqmm,True,FRLS 500V 2C 25 sqmm Cu XLPE armoured cable as per IS 694
RFP_1686,ITEM_1686,LSZH 500V PVC Copper 12C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,12.0,1.5,PVC,PVC,70C,LSZH,No,IEC 60502-1,insulation_type;temperature_rating;voltage_rating,False,LSZH 500V 12C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1687,ITEM_1687,FRLS 1.1kV PVC Copper 8C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,8.0,0.75,PVC,PVC,70C,FRLS,No,IS 1554,sheath_type,True,FRLS 1.1kV 8C 0.75 sqmm Cu PVC armoured cable as per IS 1554
RFP_1688,ITEM_1688,22kV XLPE Aluminium 3C 95sqmm Armoured Power Cable,Power Cable,22kV,Aluminium,3.0,95.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60502-2,conductor_material;fire_resistance;insulation_type;temperature_rating,True,22kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-2
RFP_1689,ITEM_1689,FRLS 6.6kV XLPE Aluminium 3C 95sqmm Armoured Power Cable,Power Cable,6.6kV,Aluminium,3.0,95.0,XLPE,LSZH,90C,FRLS,No,IS 7098-1,fire_resistance;sheath_type;standards_required;temperature_rating,False,FRLS 6.6kV 3C 95 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_1690,ITEM_1690,Fire Survival 1.1kV XLPE Copper 4C 70sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,4.0,70.0,XLPE,HDPE,90C,Fire Survival,No,IEC 60331,fire_resistance;insulation_type;standards_required,False,Fire Survival 1.1kV 4C 70 sqmm Cu XLPE armoured cable as per IEC 60331
RFP_1691,ITEM_1691,1.1kV XLPE Copper 2C 50sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,2.0,50.0,XLPE,PVC,90C,Non-FR,No,IS 9968,temperature_rating,True,1.1kV 2C 50 sqmm Cu XLPE armoured cable as per IS 9968
RFP_1692,ITEM_1692,FR 500V PVC Copper 2C 1.5sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,2.0,1.5,PVC,LSZH,70C,FR,No,IEC 60245,core_count;insulation_type;voltage_rating,False,FR 500V 2C 1.5 sqmm Cu PVC armoured cable as per IEC 60245
RFP_1693,ITEM_1693,LSZH 300V PVC Copper 4C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,4.0,0.5,PVC,HDPE,70C,LSZH,Yes,IEC 60502-1,fire_resistance;insulation_type;sheath_type;size_sqmm,False,LSZH 300V 4C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1694,ITEM_1694,FRLS 1.1kV PVC Copper 24C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,24.0,2.5,PVC,PVC,70C,FRLS,No,IEC 60502-1,standards_required,False,FRLS 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1695,ITEM_1695,300V XLPE Copper 6C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,6.0,1.5,XLPE,PVC,90C,Non-FR,Yes,IEC 60502-1,core_count;insulation_type;sheath_type,False,300V 6C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1696,ITEM_1696,1.1kV XLPE Copper 5C 25sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,5.0,25.0,XLPE,LSZH,90C,Non-FR,No,IS 9968,temperature_rating,False,1.1kV 5C 25 sqmm Cu XLPE armoured cable as per IS 9968
RFP_1697,ITEM_1697,FR 220kV XLPE Copper 1C 240sqmm Armoured Power Cable,Power Cable,220kV,Copper,1.0,240.0,XLPE,HDPE,90C,FR,Yes,IEC 62067,insulation_type;sheath_type,True,FR 220kV 1C 240 sqmm Cu XLPE armoured cable as per IEC 62067
RFP_1698,ITEM_1698,500V XLPE Copper 1C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,1.0,0.75,XLPE,PVC,90C,Non-FR,Yes,IEC 60502-1,armouring;standards_required;temperature_rating,True,500V 1C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1699,ITEM_1699,LSZH 440V XLPE Copper 5C 1sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,5.0,1.0,XLPE,PVC,90C,LSZH,No,IS 694,core_count,True,LSZH 440V 5C 1 sqmm Cu XLPE armoured cable as per IS 694
RFP_1700,ITEM_1700,FRLS 132kV XLPE Aluminium 1C 185sqmm Armoured Power Cable,Power Cable,132kV,Aluminium,1.0,185.0,XLPE,LSZH,90C,FRLS,Yes,IEC 60840,voltage_rating,True,FRLS 132kV 1C 185 sqmm Al XLPE armoured cable as per IEC 60840
RFP_1701,ITEM_1701,ZH 22kV XLPE Copper 1C 300sqmm Armoured Power Cable,Power Cable,22kV,Copper,1.0,300.0,XLPE,HDPE,90C,ZH,No,IS 7098-2,conductor_material,False,ZH 22kV 1C 300 sqmm Cu XLPE armoured cable as per IS 7098-2
RFP_1702,ITEM_1702,FRLS 1.1kV PVC Copper 1C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,1.0,2.5,PVC,HDPE,70C,FRLS,Yes,BS 5308-1,armouring;fire_resistance;sheath_type,False,FRLS 1.1kV 1C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1703,ITEM_1703,Fire Survival 1.1kV Mineral (MI) Copper 3C 35sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,3.0,35.0,Mineral (MI),HDPE,105C,Fire Survival,Yes,IEC 60331,conductor_material;voltage_rating,False,Fire Survival 1.1kV 3C 35 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_1704,ITEM_1704,Fire Survival 440V Mineral (MI) Copper 4C 4sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,4.0,4.0,Mineral (MI),LSZH,105C,Fire Survival,Yes,BS 6387,conductor_material;core_count;standards_required;temperature_rating,True,Fire Survival 440V 4C 4 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_1705,ITEM_1705,440V PVC Copper 4C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,4.0,1.5,PVC,LSZH,70C,Non-FR,Yes,IS 694,conductor_material;core_count;fire_resistance;standards_required,False,440V 4C 1.5 sqmm Cu PVC armoured cable as per IS 694
RFP_1706,ITEM_1706,FRLS 440V XLPE Copper 1C 25sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,1.0,25.0,XLPE,PVC,90C,FRLS,No,IS 9968,armouring;sheath_type;voltage_rating,False,FRLS 440V 1C 25 sqmm Cu XLPE armoured cable as per IS 9968
RFP_1707,ITEM_1707,LSZH 440V PVC Copper 16C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,16.0,1.5,PVC,PVC,70C,LSZH,No,IS 1554,core_count;temperature_rating,True,LSZH 440V 16C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_1708,ITEM_1708,ZH 400kV XLPE Copper 1C 800sqmm Armoured Power Cable,Power Cable,400kV,Copper,1.0,800.0,XLPE,LSZH,90C,ZH,No,IEC 62067,fire_resistance;insulation_type;temperature_rating;voltage_rating,False,ZH 400kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 62067
RFP_1709,ITEM_1709,FRLS 1.1kV PVC Copper 5C 10sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,5.0,10.0,PVC,PVC,70C,FRLS,No,IS 9968,conductor_material;sheath_type;size_sqmm,True,FRLS 1.1kV 5C 10 sqmm Cu PVC armoured cable as per IS 9968
RFP_1710,ITEM_1710,500V PVC Copper 2C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,2.0,1.5,PVC,PVC,70C,Non-FR,Yes,IEC 60502-1,core_count;sheath_type,True,500V 2C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1711,ITEM_1711,Fire Survival 440V Mineral (MI) Copper 1C 6sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,1.0,6.0,Mineral (MI),LSZH,105C,Fire Survival,Yes,BS 6387,armouring;conductor_material;insulation_type,True,Fire Survival 440V 1C 6 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_1712,ITEM_1712,FRLS 3.3kV XLPE Copper 3C 50sqmm Armoured Power Cable,Power Cable,3.3kV,Copper,3.0,50.0,XLPE,PVC,90C,FRLS,Yes,IEC 60502-1,sheath_type,True,FRLS 3.3kV 3C 50 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1713,ITEM_1713,FR 440V XLPE Copper 8C 2.5sqmm Armoured Control Cable,Control Cable,440V,Copper,8.0,2.5,XLPE,PVC,90C,FR,No,IS 694,conductor_material;core_count;insulation_type,True,FR 440V 8C 2.5 sqmm Cu XLPE armoured cable as per IS 694
RFP_1714,ITEM_1714,LSZH 440V XLPE Aluminium 3C 185sqmm Armoured Power Cable,Power Cable,440V,Aluminium,3.0,185.0,XLPE,LSZH,90C,LSZH,Yes,IS 1554,conductor_material;fire_resistance;sheath_type;standards_required,False,LSZH 440V 3C 185 sqmm Al XLPE armoured cable as per IS 1554
RFP_1715,ITEM_1715,132kV XLPE Copper 1C 1000sqmm Armoured Power Cable,Power Cable,132kV,Copper,1.0,1000.0,XLPE,HDPE,90C,Non-FR,No,IEC 60840,core_count;sheath_type,False,132kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_1716,ITEM_1716,FRLS 1.1kV XLPE Copper 4C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,4.0,2.5,XLPE,HDPE,90C,FRLS,No,IEC 60502-1,core_count;size_sqmm;temperature_rating;voltage_rating,True,FRLS 1.1kV 4C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1717,ITEM_1717,FR 3.3kV EPR Aluminium 3C 240sqmm Armoured Power Cable,Power Cable,3.3kV,Aluminium,3.0,240.0,EPR,PVC,90C,FR,No,IEC 60502-1,conductor_material;fire_resistance;standards_required,True,FR 3.3kV 3C 240 sqmm Al EPR armoured cable as per IEC 60502-1
RFP_1718,ITEM_1718,1.1kV XLPE Copper 8C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,8.0,2.5,XLPE,HDPE,90C,Non-FR,No,IS 1554,fire_resistance;voltage_rating,True,1.1kV 8C 2.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_1719,ITEM_1719,FRLS 6.6kV EPR Copper 3C 95sqmm Armoured Power Cable,Power Cable,6.6kV,Copper,3.0,95.0,EPR,HDPE,90C,FRLS,Yes,IS 7098-1,fire_resistance;size_sqmm;temperature_rating,True,FRLS 6.6kV 3C 95 sqmm Cu EPR armoured cable as per IS 7098-1
RFP_1720,ITEM_1720,LSZH 600V PVC Aluminium 3.5C 400sqmm Armoured Power Cable,Power Cable,600V,Aluminium,3.5,400.0,PVC,PVC,70C,LSZH,Yes,IEC 60502-1,fire_resistance;temperature_rating;voltage_rating,False,LSZH 600V 3.5C 400 sqmm Al PVC armoured cable as per IEC 60502-1
RFP_1721,ITEM_1721,FRLS 440V PVC Aluminium 2C 25sqmm Armoured Power Cable,Power Cable,440V,Aluminium,2.0,25.0,PVC,LSZH,70C,FRLS,No,IEC 60502-1,core_count;sheath_type,False,FRLS 440V 2C 25 sqmm Al PVC armoured cable as per IEC 60502-1
RFP_1722,ITEM_1722,FR 500V XLPE Copper 7C 1.5sqmm Armoured Control Cable,Control Cable,500V,Copper,7.0,1.5,XLPE,PVC,90C,FR,No,IEC 60502-1,armouring;core_count;fire_resistance;voltage_rating,False,FR 500V 7C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1723,ITEM_1723,LSZH 500V PVC Copper 1C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,1.0,0.75,PVC,PVC,70C,LSZH,Yes,IEC 60502-1,sheath_type;standards_required;voltage_rating,False,LSZH 500V 1C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_1724,ITEM_1724,FRLS 440V PVC Copper 14C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,14.0,1.5,PVC,LSZH,70C,FRLS,No,IS 694,insulation_type;size_sqmm;temperature_rating;voltage_rating,True,FRLS 440V 14C 1.5 sqmm Cu PVC armoured cable as per IS 694
RFP_1725,ITEM_1725,300V PVC Copper 1C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,1.0,1.5,PVC,LSZH,70C,Non-FR,No,BS 5308-1,insulation_type;sheath_type;size_sqmm,False,300V 1C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_1726,ITEM_1726,FR 1.1kV XLPE Copper 3C 25sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,3.0,25.0,XLPE,PVC,90C,FR,No,IS 9968,core_count;size_sqmm;standards_required;temperature_rating,False,FR 1.1kV 3C 25 sqmm Cu XLPE armoured cable as per IS 9968
RFP_1727,ITEM_1727,FRLS 440V XLPE Copper 1C 300sqmm Armoured Power Cable,Power Cable,440V,Copper,1.0,300.0,XLPE,HDPE,90C,FRLS,Yes,IS 694,conductor_material;fire_resistance;temperature_rating,False,FRLS 440V 1C 300 sqmm Cu XLPE armoured cable as per IS 694
RFP_1728,ITEM_1728,FRLS 600V XLPE Copper 4C 800sqmm Armoured Power Cable,Power Cable,600V,Copper,4.0,800.0,XLPE,HDPE,90C,FRLS,Yes,IEC 60502-1,armouring;core_count;temperature_rating,True,FRLS 600V 4C 800 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_1729,ITEM_1729,FR 1.1kV XLPE Copper 5C 1sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,5.0,1.0,XLPE,PVC,90C,FR,No,BS 5308,size_sqmm,False,FR 1.1kV 5C 1 sqmm Cu XLPE armoured cable as per BS 5308
