rfp_id,sku_id,category,final_score,structured_score,semantic_score,standards_score
RFP_0525,SKU_273,matching,0.7403393815864217,0.7272727272727273,0.5890100598335266,1.0
RFP_0526,SKU_228,partially matching,0.6179368615150451,0.5,0.5597895383834839,1.0
RFP_0527,SKU_107,partially matching,0.6367582581259987,0.45454545454545453,0.6982851028442383,1.0
RFP_0528,SKU_102,matching,0.7824702382087707,0.7,0.7749007940292358,1.0
RFP_0529,SKU_107,partially matching,0.6474365908365984,0.46153846153846156,0.7222245335578918,1.0
RFP_0530,SKU_272,partially matching,0.575259017944336,0.75,0.6675300598144531,0.0
RFP_0531,SKU_272,partially matching,0.6831410353000347,0.6153846153846154,0.5848290920257568,1.0
RFP_0532,SKU_152,matching,0.812649170557658,0.8333333333333334,0.6532750129699707,1.0
RFP_0533,SKU_140,partially matching,0.7097102825458232,0.6153846153846154,0.6733932495117188,1.0
RFP_0534,SKU_162,partially matching,0.6696309620683843,0.6363636363636364,0.5048304796218872,1.0
RFP_0535,SKU_261,partially matching,0.6699918985366822,0.6,0.5666396617889404,1.0
RFP_0536,SKU_176,partially matching,0.5650459555479196,0.6923076923076923,0.7296403646469116,0.0
RFP_0537,SKU_214,partially matching,0.6481752077738445,0.5833333333333334,0.5216951370239258,1.0
RFP_0538,SKU_101,partially matching,0.6861590431796181,0.5555555555555556,0.694604218006134,1.0
RFP_0539,SKU_183,partially matching,0.6918655673662821,0.5833333333333334,0.6673296689987183,1.0
RFP_0540,SKU_220,partially matching,0.6302384257316589,0.4,0.7674614191055298,1.0
RFP_0541,SKU_107,matching,0.7795274208892475,0.7272727272727273,0.719636857509613,1.0
RFP_0542,SKU_273,partially matching,0.6723169843355814,0.5833333333333334,0.6021677255630493,1.0
RFP_0543,SKU_204,matching,0.8607326961480655,0.9230769230769231,0.6639807820320129,1.0
RFP_0544,SKU_206,matching,0.7380280435085296,0.75,0.5434268116950989,1.0
RFP_0545,SKU_160,partially matching,0.5884105931628834,0.7272727272727273,0.7492474317550659,0.0
RFP_0546,SKU_299,matching,0.7458406796822181,0.7692307692307693,0.5374176502227783,1.0
RFP_0547,SKU_184,partially matching,0.527764089902242,0.4166666666666667,0.3981025218963623,1.0
RFP_0548,SKU_281,partially matching,0.6581285278002422,0.5833333333333334,0.5548728704452515,1.0
RFP_0549,SKU_238,partially matching,0.5951941843216235,0.38461538461538464,0.6762883067131042,1.0
RFP_0550,SKU_219,partially matching,0.6320030775937168,0.8181818181818182,0.7430405616760254,0.0
RFP_0551,SKU_259,matching,0.8863285720348357,1.0,0.6210952401161194,1.0
RFP_0552,SKU_209,partially matching,0.508926522731781,0.6,0.69642174243927,0.0
RFP_0553,SKU_176,partially matching,0.4985673129558563,0.6,0.6618910431861877,0.0
RFP_0554,SKU_152,matching,0.7872743659549288,0.7777777777777778,0.6612849235534668,1.0
RFP_0555,SKU_265,partially matching,0.5468414962291718,0.75,0.5728049874305725,0.0
RFP_0556,SKU_288,partially matching,0.6458074846050956,0.5454545454545454,0.5769340395927429,1.0
RFP_0557,SKU_277,partially matching,0.6925666575248426,0.6153846153846154,0.616247832775116,1.0
RFP_0558,SKU_230,partially matching,0.7045104448611921,0.6153846153846154,0.6560604572296143,1.0
RFP_0559,SKU_176,matching,0.7687989961017261,0.7272727272727273,0.6838754415512085,1.0
RFP_0560,SKU_125,matching,0.7221907262618725,0.6153846153846154,0.7149947285652161,1.0
RFP_0561,SKU_257,matching,0.7984578529993693,0.8333333333333334,0.6059706211090088,1.0
RFP_0562,SKU_113,partially matching,0.5473800063133241,0.3,0.6579333543777466,1.0
RFP_0563,SKU_176,partially matching,0.5153202826326544,0.6363636363636364,0.6571282148361206,0.0
RFP_0564,SKU_182,partially matching,0.5130114013498479,0.6363636363636364,0.6494319438934326,0.0
RFP_0565,SKU_256,partially matching,0.7190651059150694,0.7,0.5635503530502319,1.0
RFP_0566,SKU_232,partially matching,0.6883728806789104,0.6153846153846154,0.6022685766220093,1.0
RFP_0567,SKU_217,partially matching,0.6557079190557653,0.6363636363636364,0.4584203362464905,1.0
RFP_0568,SKU_281,partially matching,0.7023058315118154,0.6666666666666666,0.5632416605949402,1.0
RFP_0569,SKU_107,matching,0.8292791334065523,0.8181818181818182,0.733960747718811,1.0
RFP_0570,SKU_124,partially matching,0.7017213051135724,0.6153846153846154,0.6467633247375488,1.0
RFP_0571,SKU_176,partially matching,0.601355781880292,0.8181818181818182,0.6408829092979431,0.0
RFP_0572,SKU_252,partially matching,0.5419003427028656,0.7,0.639667809009552,0.0
RFP_0573,SKU_217,partially matching,0.5570514372803947,0.45454545454545453,0.43259570002555847,1.0
RFP_0574,SKU_151,matching,0.7425932288169861,0.7,0.6419774293899536,1.0
RFP_0575,SKU_176,partially matching,0.5609776675701141,0.75,0.6199255585670471,0.0
RFP_0576,SKU_285,partially matching,0.619997117916743,0.8333333333333334,0.6777681708335876,0.0
RFP_0577,SKU_277,matching,0.8342051386833191,0.9,0.614017128944397,1.0
RFP_0578,SKU_251,not matching,0.4092617392539978,0.5,0.5308724641799927,0.0
RFP_0579,SKU_102,partially matching,0.548327612876892,0.7,0.6610920429229736,0.0
RFP_0580,SKU_272,matching,0.7705145299434661,0.75,0.651715099811554,1.0
RFP_0581,SKU_220,partially matching,0.7091543356577557,0.5833333333333334,0.7249588966369629,1.0
RFP_0582,SKU_176,partially matching,0.7034050166606902,0.6,0.678016722202301,1.0
RFP_0583,SKU_211,partially matching,0.7071074669177715,0.6153846153846154,0.6647171974182129,1.0
RFP_0584,SKU_176,partially matching,0.555832996735206,0.6923076923076923,0.6989305019378662,0.0
RFP_0585,SKU_115,matching,0.7483362038930257,0.6666666666666666,0.7166762351989746,1.0
RFP_0586,SKU_206,partially matching,0.5408527314662933,0.75,0.5528424382209778,0.0
RFP_0587,SKU_228,partially matching,0.6210674285888671,0.5,0.5702247619628906,1.0
RFP_0588,SKU_206,partially matching,0.677706164580125,0.6153846153846154,0.5667128562927246,1.0
RFP_0589,SKU_291,matching,0.7250063327642586,0.6923076923076923,0.596174955368042,1.0
RFP_0590,SKU_159,matching,0.764443850517273,0.75,0.6314795017242432,1.0
RFP_0591,SKU_288,matching,0.809794549147288,0.8333333333333334,0.6437596082687378,1.0
RFP_0592,SKU_259,partially matching,0.5989456653594971,0.8,0.6631522178649902,0.0
RFP_0593,SKU_130,matching,0.7550438284873962,0.7,0.6834794282913208,1.0
RFP_0594,SKU_137,partially matching,0.46551427461884237,0.45454545454545453,0.794138491153717,0.0
RFP_0595,SKU_257,partially matching,0.6306728698990562,0.5454545454545454,0.5264853239059448,1.0
RFP_0596,SKU_208,partially matching,0.5931650033363929,0.7692307692307693,0.6951653957366943,0.0
RFP_0597,SKU_299,partially matching,0.688411416610082,0.6666666666666666,0.5169269442558289,1.0
RFP_0598,SKU_234,partially matching,0.7189008474349976,0.7,0.5630028247833252,1.0
RFP_0599,SKU_132,partially matching,0.7068921994079242,0.7272727272727273,0.4775194525718689,1.0
RFP_0600,SKU_264,matching,0.7633996109167736,0.8333333333333334,0.4891098141670227,1.0
RFP_0601,SKU_137,partially matching,0.6221070170402527,0.5,0.5736900568008423,1.0
RFP_0602,SKU_252,partially matching,0.6116623858610789,0.8333333333333334,0.6499857306480408,0.0
RFP_0603,SKU_285,matching,0.760685349594463,0.7272727272727273,0.6568299531936646,1.0
RFP_0604,SKU_257,partially matching,0.553112347017635,0.7272727272727273,0.6315866112709045,0.0
RFP_0605,SKU_102,partially matching,0.6990020994956676,0.6153846153846154,0.6376993060112,1.0
RFP_0606,SKU_272,partially matching,0.7117271800835927,0.6666666666666666,0.594646155834198,1.0
RFP_0607,SKU_157,matching,0.7677653876217929,0.8181818181818182,0.5289149284362793,1.0
RFP_0608,SKU_210,matching,0.7481542766094207,0.75,0.5771809220314026,1.0
RFP_0609,SKU_288,partially matching,0.6021102786064148,0.8,0.6737009286880493,0.0
RFP_0610,SKU_116,partially matching,0.6505741812966086,0.5454545454545454,0.5928230285644531,1.0
RFP_0611,SKU_141,partially matching,0.6457403936169364,0.5454545454545454,0.5767104029655457,1.0
RFP_0612,SKU_176,matching,0.7310302793979644,0.7,0.6034342646598816,1.0
RFP_0613,SKU_105,matching,0.7553685545921325,0.7,0.6845618486404419,1.0
RFP_0614,SKU_111,matching,0.7201142904433337,0.8181818181818182,0.3700779378414154,1.0
RFP_0615,SKU_210,partially matching,0.5812165048989383,0.8181818181818182,0.5737519860267639,0.0
RFP_0616,SKU_115,matching,0.7878894805908203,0.7,0.7929649353027344,1.0
RFP_0617,SKU_257,matching,0.8330098433928057,0.9090909090909091,0.5948812961578369,1.0
RFP_0618,SKU_228,matching,0.7310143371423086,0.6666666666666666,0.6589366793632507,1.0
RFP_0619,SKU_130,matching,0.753481917656385,0.7692307692307693,0.5628884434700012,1.0
RFP_0620,SKU_285,partially matching,0.6055239081382752,0.8,0.6850796937942505,0.0
RFP_0621,SKU_296,partially matching,0.619998323917389,0.4,0.7333277463912964,1.0
RFP_0622,SKU_240,partially matching,0.716348106127519,0.6153846153846154,0.6955193281173706,1.0
RFP_0623,SKU_157,partially matching,0.4402466394684531,0.5454545454545454,0.5583978891372681,0.0
RFP_0624,SKU_206,partially matching,0.7078802943229674,0.7,0.5262676477432251,1.0
RFP_0625,SKU_105,partially matching,0.4836861491203308,0.6,0.612287163734436,0.0
RFP_0626,SKU_260,partially matching,0.6155587633450825,0.4166666666666667,0.6907514333724976,1.0
RFP_0627,SKU_189,matching,0.7269440134366354,0.6666666666666666,0.6453689336776733,1.0
RFP_0628,SKU_111,matching,0.7788245817025503,0.9166666666666666,0.4016374945640564,1.0
RFP_0629,SKU_206,matching,0.7821899334589641,0.8333333333333334,0.5517442226409912,1.0
RFP_0630,SKU_277,matching,0.7730248689651489,0.8,0.5767495632171631,1.0
RFP_0631,SKU_105,matching,0.8246614257494609,0.8333333333333334,0.693315863609314,1.0
RFP_0632,SKU_265,matching,0.8163017690181733,0.9,0.5543392300605774,1.0
RFP_0633,SKU_269,matching,0.7694860875606537,0.8,0.564953625202179,1.0
RFP_0634,SKU_160,partially matching,0.5903326749801636,0.75,0.7177755832672119,0.0
RFP_0635,SKU_231,partially matching,0.7020044604937237,0.5833333333333334,0.701125979423523,1.0
RFP_0636,SKU_123,matching,0.7437114000320435,0.8,0.4790380001068115,1.0
RFP_0637,SKU_257,matching,0.7272196829319,0.7,0.5907322764396667,1.0
RFP_0638,SKU_257,partially matching,0.5572050799926123,0.4166666666666667,0.49623915553092957,1.0
RFP_0639,SKU_189,partially matching,0.5715632200241089,0.75,0.6552107334136963,0.0
RFP_0640,SKU_249,partially matching,0.594222491979599,0.8,0.6474083065986633,0.0
RFP_0641,SKU_192,partially matching,0.5757528534302345,0.7692307692307693,0.6371248960494995,0.0
RFP_0642,SKU_283,partially matching,0.6810955920002677,0.5454545454545454,0.6945610642433167,1.0
RFP_0643,SKU_257,matching,0.7214900453885396,0.6666666666666666,0.627189040184021,1.0
RFP_0644,SKU_112,matching,0.7352011382579804,0.75,0.5340037941932678,1.0
RFP_0645,SKU_262,partially matching,0.7077597439289094,0.75,0.442532479763031,1.0
RFP_0646,SKU_107,matching,0.7821151446212422,0.7272727272727273,0.7282626032829285,1.0
RFP_0647,SKU_257,matching,0.7992699994490697,0.8461538461538461,0.587310254573822,1.0
RFP_0648,SKU_252,partially matching,0.7139669472521002,0.6363636363636364,0.6526170969009399,1.0
RFP_0649,SKU_272,partially matching,0.6235460758209228,0.5,0.5784869194030762,1.0
RFP_0650,SKU_231,partially matching,0.6900152866656963,0.6153846153846154,0.6077432632446289,1.0
RFP_0651,SKU_228,partially matching,0.6913173193281348,0.6363636363636364,0.5771183371543884,1.0
RFP_0652,SKU_107,partially matching,0.5940487569028681,0.36363636363636365,0.7074352502822876,1.0
RFP_0653,SKU_193,matching,0.7230600655078887,0.75,0.49353355169296265,1.0
RFP_0654,SKU_119,partially matching,0.6657239139080048,1.0,0.5524130463600159,0.0
RFP_0655,SKU_278,partially matching,0.5186792502036461,0.23076923076923078,0.6776487827301025,1.0
RFP_0656,SKU_257,matching,0.7206842926832346,0.6923076923076923,0.5817681550979614,1.0
RFP_0657,SKU_147,partially matching,0.5519364237785339,0.75,0.5897880792617798,0.0
RFP_0658,SKU_125,matching,0.72743771870931,0.6666666666666666,0.6470146179199219,1.0
RFP_0659,SKU_218,partially matching,0.6361606280008951,0.5833333333333334,0.4816465377807617,1.0
RFP_0660,SKU_300,matching,0.7829084793726604,0.8333333333333334,0.5541393756866455,1.0
RFP_0661,SKU_209,partially matching,0.5675902187824249,0.7,0.7253007292747498,0.0
RFP_0662,SKU_217,matching,0.7461925497421851,0.7692307692307693,0.5385905504226685,1.0
RFP_0663,SKU_275,matching,0.7615074455738067,0.8,0.5383581519126892,1.0
RFP_0664,SKU_137,partially matching,0.5020216208237868,0.5384615384615384,0.7759695053100586,0.0
RFP_0665,SKU_151,partially matching,0.5528448283672333,0.7,0.6761494278907776,0.0
RFP_0666,SKU_111,partially matching,0.7110233813524247,0.8,0.3700779378414154,1.0
RFP_0667,SKU_248,partially matching,0.6116616156968204,0.8181818181818182,0.6752356886863708,0.0
RFP_0668,SKU_233,matching,0.8025885701179505,0.8,0.6752952337265015,1.0
RFP_0669,SKU_119,partially matching,0.6121220870451494,0.9090909090909091,0.5252554416656494,0.0
RFP_0670,SKU_269,partially matching,0.7071557482083639,0.6666666666666666,0.5794080495834351,1.0
RFP_0671,SKU_115,matching,0.7899439226497302,0.7272727272727273,0.7543585300445557,1.0
RFP_0672,SKU_214,partially matching,0.6027557730674744,0.5,0.5091859102249146,1.0
RFP_0673,SKU_124,partially matching,0.7092728668993169,0.6363636363636364,0.6369701623916626,1.0
RFP_0674,SKU_188,matching,0.8284622652964158,0.9090909090909091,0.5797227025032043,1.0
RFP_0675,SKU_176,partially matching,0.6763670841852825,0.5833333333333334,0.6156680583953857,1.0
RFP_0676,SKU_250,partially matching,0.6599985067660992,0.6153846153846154,0.5076873302459717,1.0
RFP_0677,SKU_161,matching,0.7604411771664252,0.7692307692307693,0.5860859751701355,1.0
RFP_0678,SKU_300,partially matching,0.5475480328906666,0.7272727272727273,0.6130388975143433,0.0
RFP_0679,SKU_160,partially matching,0.5646299492229114,0.7272727272727273,0.6699786186218262,0.0
RFP_0680,SKU_229,partially matching,0.716939741373062,0.7,0.5564658045768738,1.0
RFP_0681,SKU_246,partially matching,0.54770827293396,0.7,0.6590275764465332,0.0
RFP_0682,SKU_218,partially matching,0.6540034914558583,0.6363636363636364,0.4527389109134674,1.0
RFP_0683,SKU_197,partially matching,0.6786098100922324,0.5454545454545454,0.6862751245498657,1.0
RFP_0684,SKU_130,partially matching,0.5674540272125831,0.7692307692307693,0.6094621419906616,0.0
RFP_0685,SKU_208,partially matching,0.5460894783337911,0.6666666666666666,0.7091871500015259,0.0
RFP_0686,SKU_107,matching,0.7694345859380869,0.6923076923076923,0.7442691326141357,1.0
RFP_0687,SKU_272,matching,0.789125382900238,0.8,0.6304179430007935,1.0
RFP_0688,SKU_259,partially matching,0.5330278635025024,0.7,0.6100928783416748,0.0
RFP_0689,SKU_237,partially matching,0.5323397437731425,0.3333333333333333,0.5522435903549194,1.0
RFP_0690,SKU_227,partially matching,0.7095785319805146,0.6,0.6985951066017151,1.0
RFP_0691,SKU_262,partially matching,0.6365761691873724,0.6363636363636364,0.39464783668518066,1.0
RFP_0692,SKU_274,matching,0.7810492793718975,0.8333333333333334,0.547942042350769,1.0
RFP_0693,SKU_252,matching,0.7332585871219635,0.7,0.6108619570732117,1.0
RFP_0694,SKU_248,partially matching,0.6080307364463806,0.4,0.693435788154602,1.0
RFP_0695,SKU_272,matching,0.741425872932781,0.7272727272727273,0.5926316976547241,1.0
RFP_0696,SKU_152,matching,0.8309014155314518,0.8461538461538461,0.6927483081817627,1.0
RFP_0697,SKU_162,partially matching,0.6765595907514745,0.6363636363636364,0.5279259085655212,1.0
RFP_0698,SKU_284,partially matching,0.6459130018949508,0.6,0.48637667298316956,1.0
RFP_0699,SKU_293,partially matching,0.6768789355571454,0.6153846153846154,0.5639554262161255,1.0
RFP_0700,SKU_114,matching,0.7732650260130565,0.8333333333333334,0.5219945311546326,1.0
RFP_0701,SKU_109,partially matching,0.6819102406501769,0.6,0.6063674688339233,1.0
RFP_0702,SKU_299,matching,0.7753688064488498,0.8181818181818182,0.5542596578598022,1.0
RFP_0703,SKU_250,partially matching,0.5925591289997101,0.8,0.6418637633323669,0.0
RFP_0704,SKU_250,matching,0.7802902844819155,0.8181818181818182,0.5706645846366882,1.0
RFP_0705,SKU_276,partially matching,0.654388028383255,0.5,0.6812934279441833,1.0
RFP_0706,SKU_272,matching,0.7736145606407752,0.7692307692307693,0.6299972534179688,1.0
RFP_0707,SKU_146,partially matching,0.5660690903663635,0.75,0.6368969678878784,0.0
RFP_0708,SKU_176,partially matching,0.6775304118792216,0.5833333333333334,0.6195458173751831,1.0
RFP_0709,SKU_208,partially matching,0.5370667060216268,0.6666666666666666,0.6791112422943115,0.0
RFP_0710,SKU_154,matching,0.7369293868541718,0.7,0.6230979561805725,1.0
RFP_0711,SKU_225,partially matching,0.6438628334265488,0.46153846153846156,0.710312008857727,1.0
RFP_0712,SKU_185,matching,0.8388255550311161,0.8461538461538461,0.719162106513977,1.0
RFP_0713,SKU_176,partially matching,0.7192499538262684,0.6666666666666666,0.6197220683097839,1.0
RFP_0714,SKU_221,partially matching,0.6973506271839143,0.6,0.6578354239463806,1.0
RFP_0715,SKU_185,matching,0.7704357743263244,0.7,0.7347859144210815,1.0
RFP_0716,SKU_273,matching,0.7955180076035586,0.8181818181818182,0.6214236617088318,1.0
RFP_0717,SKU_252,partially matching,0.629578367688439,0.5454545454545454,0.5228369832038879,1.0
RFP_0718,SKU_131,partially matching,0.6931470374266306,0.5833333333333334,0.6716012358665466,1.0
RFP_0719,SKU_284,partially matching,0.7128411154855381,0.7272727272727273,0.49734917283058167,1.0
RFP_0720,SKU_285,partially matching,0.6159236637028781,0.8181818181818182,0.68944251537323,0.0
RFP_0721,SKU_115,matching,0.7427873929341633,0.6666666666666666,0.6981801986694336,1.0
RFP_0722,SKU_277,partially matching,0.6704177260398865,0.6,0.5680590867996216,1.0
RFP_0723,SKU_256,matching,0.7247954975474964,0.7272727272727273,0.5371971130371094,1.0
RFP_0724,SKU_294,partially matching,0.7154076715310413,0.6666666666666666,0.6069144606590271,1.0
RFP_0725,SKU_272,matching,0.7891577482223511,0.8,0.6305258274078369,1.0
RFP_0726,SKU_259,matching,0.8463589390118917,0.9166666666666666,0.6267520189285278,1.0
RFP_0727,SKU_102,partially matching,0.48296680829741734,0.5454545454545454,0.7007984519004822,0.0
RFP_0728,SKU_157,matching,0.8123831331729889,0.9,0.5412771105766296,1.0
RFP_0729,SKU_186,matching,0.7957894650372592,0.8181818181818182,0.622328519821167,1.0
RFP_0730,SKU_189,partially matching,0.6722363750139873,0.5833333333333334,0.6018990278244019,1.0
RFP_0731,SKU_276,partially matching,0.5703693151473999,0.75,0.651231050491333,0.0
RFP_0732,SKU_259,partially matching,0.618204851104663,0.5384615384615384,0.4965802729129791,1.0
RFP_0733,SKU_192,partially matching,0.6482459088166554,0.9166666666666666,0.6330419182777405,0.0
RFP_0734,SKU_248,matching,0.758657796274532,0.7272727272727273,0.6500714421272278,1.0
RFP_0735,SKU_266,partially matching,0.6580126702785491,0.6,0.5267089009284973,1.0
RFP_0736,SKU_102,matching,0.7272935589154561,0.6666666666666666,0.6465340852737427,1.0
RFP_0737,SKU_296,partially matching,0.6266404708226523,0.4166666666666667,0.7276904582977295,1.0
RFP_0738,SKU_250,partially matching,0.6702910000627691,0.6363636363636364,0.5070306062698364,1.0
RFP_0739,SKU_196,partially matching,0.5366496948095468,0.6923076923076923,0.634986162185669,0.0
RFP_0740,SKU_288,partially matching,0.5754775702953339,0.4,0.5849252343177795,1.0
RFP_0741,SKU_115,partially matching,0.5296278675397237,0.6666666666666666,0.6543151140213013,0.0
RFP_0742,SKU_162,partially matching,0.6713712150400335,0.6363636363636364,0.5106313228607178,1.0
RFP_0743,SKU_157,partially matching,0.6115251441796621,0.9166666666666666,0.5106393694877625,0.0
RFP_0744,SKU_277,partially matching,0.7006749590237935,0.6666666666666666,0.5578054189682007,1.0
RFP_0745,SKU_115,matching,0.8258270767602054,0.8181818181818182,0.7224538922309875,1.0
RFP_0746,SKU_258,matching,0.7933439089701726,0.8461538461538461,0.567556619644165,1.0
RFP_0747,SKU_191,partially matching,0.6066072980562847,0.8333333333333334,0.6331354379653931,0.0
RFP_0748,SKU_207,partially matching,0.6753141982988877,0.9090909090909091,0.7358958125114441,0.0
RFP_0749,SKU_252,partially matching,0.6192710638046264,0.5,0.5642368793487549,1.0
RFP_0750,SKU_234,partially matching,0.6874837452715093,0.6363636363636364,0.5643397569656372,1.0
RFP_0751,SKU_105,matching,0.8039692809948555,0.7692307692307693,0.7311796545982361,1.0
RFP_0752,SKU_185,partially matching,0.6181858030232517,0.8181818181818182,0.6969829797744751,0.0
RFP_0753,SKU_265,matching,0.7893201199444857,0.8181818181818182,0.6007640361785889,1.0
RFP_0754,SKU_248,partially matching,0.5942355632781983,0.8,0.6474518775939941,0.0
RFP_0755,SKU_188,partially matching,0.5769015385554387,0.8461538461538461,0.5127487182617188,0.0
RFP_0756,SKU_102,matching,0.7267750863845532,0.6153846153846154,0.7302759289741516,1.0
RFP_0757,SKU_160,partially matching,0.5736262798309326,0.7,0.7454209327697754,0.0
RFP_0758,SKU_107,partially matching,0.5052678863207499,0.5833333333333334,0.7120040655136108,0.0
RFP_0759,SKU_163,partially matching,0.7063860684633254,0.75,0.43795356154441833,1.0
RFP_0760,SKU_257,matching,0.763607238806211,0.7692307692307693,0.5966395139694214,1.0
RFP_0761,SKU_107,partially matching,0.5765644530455272,0.3333333333333333,0.6996592879295349,1.0
RFP_0762,SKU_206,partially matching,0.7025707622369131,0.6666666666666666,0.5641247630119324,1.0
RFP_0763,SKU_173,matching,0.7884050965309144,0.75,0.7113503217697144,1.0
RFP_0764,SKU_189,matching,0.7413554381240497,0.7272727272727273,0.5923969149589539,1.0
RFP_0765,SKU_265,partially matching,0.5433215611510807,0.7777777777777778,0.5147755742073059,0.0
RFP_0766,SKU_210,partially matching,0.6830949187278748,0.6,0.6103163957595825,1.0
RFP_0767,SKU_249,matching,0.7217803498109181,0.6666666666666666,0.6281567215919495,1.0
RFP_0768,SKU_272,partially matching,0.6983411316688244,0.6153846153846154,0.6354960799217224,1.0
RFP_0769,SKU_216,matching,0.8147345689210026,0.8181818181818182,0.6854788661003113,1.0
RFP_0770,SKU_227,matching,0.8337206569584934,0.8181818181818182,0.7487658262252808,1.0
RFP_0771,SKU_210,matching,0.7822451857003299,0.8181818181818182,0.5771809220314026,1.0
RFP_0772,SKU_198,partially matching,0.6726985196272532,0.5833333333333334,0.6034395098686218,1.0
RFP_0773,SKU_220,partially matching,0.7048838476339976,0.5833333333333334,0.7107239365577698,1.0
RFP_0774,SKU_160,partially matching,0.5544809937477111,0.7,0.6816033124923706,0.0
RFP_0775,SKU_124,partially matching,0.6046839078267416,0.4166666666666667,0.6545019149780273,1.0
RFP_0776,SKU_299,matching,0.7822941018984868,0.8461538461538461,0.5307239294052124,1.0
RFP_0777,SKU_157,partially matching,0.6039217114448547,0.5,0.5130723714828491,1.0
RFP_0778,SKU_290,matching,0.7253294359553943,0.7272727272727273,0.5389769077301025,1.0
RFP_0779,SKU_272,matching,0.7491377245296131,0.7272727272727273,0.618337869644165,1.0
RFP_0780,SKU_139,partially matching,0.44858900308609007,0.5,0.6619633436203003,0.0
RFP_0781,SKU_195,partially matching,0.7133789901550001,0.6153846153846154,0.6856222748756409,1.0
RFP_0782,SKU_206,partially matching,0.6699654345328991,0.6153846153846154,0.5409104228019714,1.0
RFP_0783,SKU_296,partially matching,0.7160450696945191,0.6,0.7201502323150635,1.0
RFP_0784,SKU_107,partially matching,0.5514575232159007,0.2727272727272727,0.7169796228408813,1.0
RFP_0785,SKU_269,partially matching,0.6837320983409881,0.7,0.4457736611366272,1.0
RFP_0786,SKU_147,partially matching,0.5860272971066562,0.8181818181818182,0.5897879600524902,0.0
RFP_0787,SKU_277,partially matching,0.6984435399373372,0.6666666666666666,0.5503673553466797,1.0
RFP_0788,SKU_272,matching,0.8022089568051425,0.8181818181818182,0.6437268257141113,1.0
RFP_0789,SKU_228,partially matching,0.5842556357383728,0.8,0.6141854524612427,0.0
RFP_0790,SKU_160,partially matching,0.5245352645715078,0.6666666666666666,0.6373397707939148,0.0
RFP_0791,SKU_294,matching,0.7887903479012577,0.8181818181818182,0.5989981293678284,1.0
RFP_0792,SKU_176,matching,0.8193017820517223,0.8333333333333334,0.6754503846168518,1.0
RFP_0793,SKU_234,matching,0.7377924810756336,0.7272727272727273,0.5805203914642334,1.0
RFP_0794,SKU_240,partially matching,0.5553564006632025,0.6363636363636364,0.7905819416046143,0.0
RFP_0795,SKU_115,matching,0.8540366126940799,0.8461538461538461,0.7698656320571899,1.0
RFP_0796,SKU_268,partially matching,0.7035184275020252,0.7272727272727273,0.46627354621887207,1.0
RFP_0797,SKU_250,partially matching,0.5892338156700134,0.8,0.6307793855667114,0.0
RFP_0798,SKU_258,matching,0.7606935909161201,0.7692307692307693,0.5869273543357849,1.0
RFP_0799,SKU_250,partially matching,0.5730832815170288,0.75,0.6602776050567627,0.0
RFP_0800,SKU_252,matching,0.7578738331794739,0.75,0.6095794439315796,1.0
RFP_0801,SKU_256,partially matching,0.7059103278013377,0.6923076923076923,0.5325216054916382,1.0
RFP_0802,SKU_288,matching,0.8127258280913034,0.8333333333333334,0.6535305380821228,1.0
RFP_0803,SKU_130,matching,0.762583244930614,0.7272727272727273,0.663156270980835,1.0
RFP_0804,SKU_233,matching,0.738372798760732,0.6666666666666666,0.6834648847579956,1.0
RFP_0805,SKU_163,partially matching,0.5707495776089755,0.8181818181818182,0.5388622283935547,0.0
RFP_0806,SKU_147,partially matching,0.5531163811683655,0.75,0.5937212705612183,0.0
RFP_0807,SKU_137,partially matching,0.6907796079462225,0.6363636363636364,0.5753259658813477,1.0
RFP_0808,SKU_193,matching,0.7252900253642689,0.7272727272727273,0.5388455390930176,1.0
RFP_0809,SKU_240,matching,0.7524953094812539,0.6923076923076923,0.6878048777580261,1.0
RFP_0810,SKU_165,matching,0.7285993933677672,0.7,0.5953313112258911,1.0
RFP_0811,SKU_189,partially matching,0.6292583048343658,0.5,0.5975276827812195,1.0
RFP_0812,SKU_282,partially matching,0.5443238337834676,0.6666666666666666,0.7033016681671143,0.0
RFP_0813,SKU_280,partially matching,0.5433020532131195,0.75,0.5610068440437317,0.0
RFP_0814,SKU_123,matching,0.7407147735357285,0.8,0.46904924511909485,1.0
RFP_0815,SKU_137,partially matching,0.6720052361488342,0.6,0.5733507871627808,1.0
RFP_0816,SKU_284,partially matching,0.6615557973201458,0.6153846153846154,0.5128782987594604,1.0
RFP_0817,SKU_206,matching,0.7486377230057351,0.7692307692307693,0.5467411279678345,1.0
RFP_0818,SKU_257,partially matching,0.5367945020849054,0.36363636363636365,0.5165877342224121,1.0
RFP_0819,SKU_185,partially matching,0.6873218516508739,0.5833333333333334,0.6521839499473572,1.0
RFP_0820,SKU_257,partially matching,0.603954573652961,0.45454545454545453,0.5889394879341125,1.0
RFP_0821,SKU_237,partially matching,0.7038199126720428,0.7,0.5127330422401428,1.0
RFP_0822,SKU_291,partially matching,0.6646078386090017,0.5454545454545454,0.6396018862724304,1.0
RFP_0823,SKU_250,partially matching,0.7094476779301961,0.6666666666666666,0.587047815322876,1.0
RFP_0824,SKU_230,partially matching,0.6693236984989859,0.5454545454545454,0.6553214192390442,1.0
